country_num	wevent	wpart_all	lpopw_part_all	duration	election_number	t_vote	t1_vote	vote_change	government	prime_minister	day_t1	month_t1	year_t1	day_t	month_t	year_t	imf	bailout	crisis_election	party_name	unemployment_change	debt_change	gdp_change	east	country_iso	parfam	party_mainstream	party_left
5	17.0	46240.0	39109.496322631836	60.0	0	3.0	0.0	-3.0	0	0	21	5	2006	27	5	2001	0	0	0	"New Horizons"	2.1	8.2	36.85679	0	"CY"	6.0	0.0	0.0
5	6.0	9280.0	7848.964782714844	60.0	1	8.9	8.9	0.0	1	0	22	5	2011	21	5	2006	0	0	1	"Social democrats"	1.6	2.1	21.8636	0	"CY"	1.0	1.0	1.0
5	10.0	99875.0	84473.63383483887	17.0	-1	8.1	6.51	-1.59	1	0	27	5	2001	26	5	1996	0	0	0	"Social democrats"	0.9	9.4	46.79155	0	"CY"	1.0	1.0	1.0
5	17.0	46240.0	39109.496322631836	60.0	0	6.51	8.9	2.39	1	0	21	5	2006	27	5	2001	0	0	0	"Social democrats"	2.1	8.2	36.85679	0	"CY"	1.0	1.0	1.0
5	10.0	99875.0	84473.63383483887	17.0	-1	3.7	2.59	-1.11	1	0	27	5	2001	26	5	1996	0	0	0	"United Democrats"	0.9	9.4	46.79155	0	"CY"	3.0	1.0	0.0
5	17.0	46240.0	39109.496322631836	60.0	0	2.59	1.56	-1.03	0	0	21	5	2006	27	5	2001	0	0	0	"United Democrats"	2.1	8.2	36.85679	0	"CY"	3.0	1.0	0.0
5	6.0	9280.0	7848.964782714844	60.0	1	4.3	4.1	-0.2	0	0	22	5	2011	21	5	2006	0	0	1	"others"	1.6	2.1	21.8636	0	"CY"	7.0	0.0	0.0
5	17.0	46240.0	39109.496322631836	60.0	0	4.22	4.3	0.08	0	0	21	5	2006	27	5	2001	0	0	0	"others"	2.1	8.2	36.85679	0	"CY"	7.0	0.0	0.0
5	10.0	99875.0	84473.63383483887	17.0	-1	4.7	4.22	-0.48	0	0	27	5	2001	26	5	1996	0	0	0	"others"	0.9	9.4	46.79155	0	"CY"	7.0	0.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	0.0	18.7	18.7	0	0	26	10	2013	28	5	2010	0	0	1	"ANO 2011 (YES 2011)"	-1.2	7.8	-0.2940708	1	"CZ"	7.0	0.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	4.4	6.8	2.4	0	0	26	10	2013	28	5	2010	0	0	1	"Christian democrats"	-1.2	7.8	-0.2940708	1	"CZ"	2.0	1.0	0.0
6	83.0	696804.5	207915.98498535156	48.0	0	14.28	7.2	-7.08	1	0	2	6	2006	15	6	2002	0	0	0	"Christian democrats"	0.9	1.3	41.91972	1	"CZ"	2.0	1.0	0.0
6	48.0	380176.5	113438.94620841742	29.0	-1	17.6	14.28	-3.32	0	0	15	6	2002	19	6	1998	0	0	0	"Christian democrats"	1.8	12.6	45.74619	1	"CZ"	2.0	1.0	0.0
6	78.0	1534175.5	457774.9044351578	48.0	1	7.2	4.4	-2.8	1	0	28	5	2010	2	6	2006	0	0	1	"Christian democrats"	0.2	10.0	26.74866	1	"CZ"	2.0	1.0	0.0
6	78.0	1534175.5	457774.9044351578	48.0	1	35.4	20.2	-15.2	1	1	28	5	2010	2	6	2006	0	0	1	"Civic democratic party (ODS)"	0.2	10.0	26.74866	1	"CZ"	2.0	1.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	20.2	7.7	-12.5	1	1	26	10	2013	28	5	2010	0	0	1	"Civic democratic party (ODS)"	-1.2	7.8	-0.2940708	1	"CZ"	2.0	1.0	0.0
6	83.0	696804.5	207915.98498535156	48.0	0	24.48	35.4	10.92	0	0	2	6	2006	15	6	2002	0	0	0	"Civic democratic party (ODS)"	0.9	1.3	41.91972	1	"CZ"	2.0	1.0	0.0
6	48.0	380176.5	113438.94620841742	29.0	-1	27.7	24.48	-3.22	0	0	15	6	2002	19	6	1998	0	0	0	"Civic democratic party (ODS)"	1.8	12.6	45.74619	1	"CZ"	2.0	1.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	11.3	14.9	3.6	0	0	26	10	2013	28	5	2010	0	0	1	"Communists"	-1.2	7.8	-0.2940708	1	"CZ"	5.0	0.0	1.0
6	83.0	696804.5	207915.98498535156	48.0	0	18.51	12.8	-5.71	0	0	2	6	2006	15	6	2002	0	0	0	"Communists"	0.9	1.3	41.91972	1	"CZ"	5.0	0.0	1.0
6	48.0	380176.5	113438.94620841742	29.0	-1	11.0	18.51	7.51	0	0	15	6	2002	19	6	1998	0	0	0	"Communists"	1.8	12.6	45.74619	1	"CZ"	5.0	0.0	1.0
6	78.0	1534175.5	457774.9044351578	48.0	1	12.8	11.3	-1.5	0	0	28	5	2010	2	6	2006	0	0	1	"Communists"	0.2	10.0	26.74866	1	"CZ"	5.0	0.0	1.0
6	132.0	1228756.0	366642.3102245331	41.0	2	0.0	6.9	6.9	0	0	26	10	2013	28	5	2010	0	0	1	"Dawn of Direct Democracy (USVIT)"	-1.2	7.8	-0.2940708	1	"CZ"	6.0	0.0	0.0
6	48.0	380176.5	113438.94620841742	29.0	-1	1.1	2.37	1.27	0	0	15	6	2002	19	6	1998	0	0	0	"Greens"	1.8	12.6	45.74619	1	"CZ"	4.0	0.0	1.0
6	78.0	1534175.5	457774.9044351578	48.0	1	6.3	2.4	-3.9	1	0	28	5	2010	2	6	2006	0	0	1	"Greens"	0.2	10.0	26.74866	1	"CZ"	4.0	0.0	1.0
6	132.0	1228756.0	366642.3102245331	41.0	2	2.4	3.2	0.8	0	0	26	10	2013	28	5	2010	0	0	1	"Greens"	-1.2	7.8	-0.2940708	1	"CZ"	4.0	0.0	1.0
6	83.0	696804.5	207915.98498535156	48.0	0	2.37	6.3	3.93	0	0	2	6	2006	15	6	2002	0	0	0	"Greens"	0.9	1.3	41.91972	1	"CZ"	4.0	0.0	1.0
6	78.0	1534175.5	457774.9044351578	48.0	1	0.0	4.3	4.3	0	0	28	5	2010	2	6	2006	0	0	1	"Party of Civic Rights"	0.2	10.0	26.74866	1	"CZ"	1.0	1.0	1.0
6	132.0	1228756.0	366642.3102245331	41.0	2	4.3	1.51	-2.79	0	0	26	10	2013	28	5	2010	0	0	1	"Party of Civic Rights"	-1.2	7.8	-0.2940708	1	"CZ"	1.0	1.0	1.0
6	78.0	1534175.5	457774.9044351578	48.0	1	0.0	10.9	10.9	0	0	28	5	2010	2	6	2006	0	0	1	"Public Affairs (liberal-conservative)"	0.2	10.0	26.74866	1	"CZ"	2.0	1.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	10.9	0.0	-10.9	1	0	26	10	2013	28	5	2010	0	0	1	"Public Affairs (liberal-conservative)"	-1.2	7.8	-0.2940708	1	"CZ"	2.0	1.0	0.0
6	78.0	1534175.5	457774.9044351578	48.0	1	32.3	22.1	-10.2	0	0	28	5	2010	2	6	2006	0	0	1	"Social democrats"	0.2	10.0	26.74866	1	"CZ"	1.0	1.0	1.0
6	83.0	696804.5	207915.98498535156	48.0	0	30.21	32.3	2.09	1	1	2	6	2006	15	6	2002	0	0	0	"Social democrats"	0.9	1.3	41.91972	1	"CZ"	1.0	1.0	1.0
6	48.0	380176.5	113438.94620841742	29.0	-1	32.3	30.21	-2.09	1	1	15	6	2002	19	6	1998	0	0	0	"Social democrats"	1.8	12.6	45.74619	1	"CZ"	1.0	1.0	1.0
6	132.0	1228756.0	366642.3102245331	41.0	2	22.1	20.5	-1.6	0	0	26	10	2013	28	5	2010	0	0	1	"Social democrats"	-1.2	7.8	-0.2940708	1	"CZ"	1.0	1.0	1.0
6	78.0	1534175.5	457774.9044351578	48.0	1	0.0	3.7	3.7	0	0	28	5	2010	2	6	2006	0	0	1	"Sovereignty"	0.2	10.0	26.74866	1	"CZ"	6.0	0.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	3.7	0.27	-3.43	0	0	26	10	2013	28	5	2010	0	0	1	"Sovereignty (Suveren)"	-1.2	7.8	-0.2940708	1	"CZ"	6.0	0.0	0.0
6	78.0	1534175.5	457774.9044351578	48.0	1	0.0	16.7	16.7	0	0	28	5	2010	2	6	2006	0	0	1	"Top09 (Conservatives)"	0.2	10.0	26.74866	1	"CZ"	2.0	1.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	16.7	12.0	-4.7	1	0	26	10	2013	28	5	2010	0	0	1	"Top09 (Conservatives)"	-1.2	7.8	-0.2940708	1	"CZ"	2.0	1.0	0.0
6	83.0	696804.5	207915.98498535156	48.0	0	0.0	2.09	2.09	0	0	2	6	2006	15	6	2002	0	0	0	"Union of Independents (SNK)"	0.9	1.3	41.91972	1	"CZ"	2.0	1.0	0.0
6	48.0	380176.5	113438.94620841742	29.0	-1	0.0	0.0	0.0	0	0	15	6	2002	19	6	1998	0	0	0	"Union of Independents (SNK)"	1.8	12.6	45.74619	1	"CZ"	2.0	1.0	0.0
6	48.0	380176.5	113438.94620841742	29.0	-1	10.3	7.38	-2.92	0	0	15	6	2002	19	6	1998	0	0	0	"others"	1.8	12.6	45.74619	1	"CZ"	7.0	0.0	0.0
6	78.0	1534175.5	457774.9044351578	48.0	1	6.0	4.3	-1.7	0	0	28	5	2010	2	6	2006	0	0	1	"others"	0.2	10.0	26.74866	1	"CZ"	7.0	0.0	0.0
6	132.0	1228756.0	366642.3102245331	41.0	2	4.3	7.5	3.2	0	0	26	10	2013	28	5	2010	0	0	1	"others"	-1.2	7.8	-0.2940708	1	"CZ"	7.0	0.0	0.0
6	83.0	696804.5	207915.98498535156	48.0	0	7.38	2.0	-5.38	0	0	2	6	2006	15	6	2002	0	0	0	"others"	0.9	1.3	41.91972	1	"CZ"	7.0	0.0	0.0
7	88.0	341604.0	63456.52917480469	36.0	0	8.56	8.1	-0.46	1	0	16	9	2005	22	9	2002	0	0	0	"B90/Gr�ne"	2.8	7.1	4.324172	0	"DE"	4.0	0.0	1.0
7	81.0	177001.0	32879.79391479492	33.0	-1	6.7	8.56	1.86	1	0	22	9	2002	27	9	1998	0	0	0	"B90/Gr�ne"	-1.3	-0.7	9.542149	0	"DE"	4.0	0.0	1.0
7	127.0	844970.0	156962.04754638672	48.0	1	8.1	10.7	2.6	0	0	27	9	2009	16	9	2005	0	0	1	"B90/Gr�ne"	-3.5	0.6	6.7344	0	"DE"	4.0	0.0	1.0
7	90.0	811192.0	150687.42626953125	48.0	1	10.7	8.4	-2.3	0	0	27	9	2013	16	9	2009	0	0	1	"B90/Gr�ne"	-2.6	14.2	15.30621	0	"DE"	4.0	0.0	1.0
7	90.0	811192.0	150687.42626953125	48.0	1	33.8	41.5	7.7	1	1	27	9	2013	16	9	2009	0	0	1	"CDU/CSU"	-2.6	14.2	15.30621	0	"DE"	2.0	1.0	0.0
7	127.0	844970.0	156962.04754638672	48.0	1	35.2	33.8	-1.4	1	1	27	9	2009	16	9	2005	0	0	1	"CDU/CSU"	-3.5	0.6	6.7344	0	"DE"	2.0	1.0	0.0
7	81.0	177001.0	32879.79391479492	33.0	-1	35.1	38.51	3.41	0	0	22	9	2002	27	9	1998	0	0	0	"CDU/CSU"	-1.3	-0.7	9.542149	0	"DE"	2.0	1.0	0.0
7	88.0	341604.0	63456.52917480469	36.0	0	38.51	35.2	-3.31	0	0	16	9	2005	22	9	2002	0	0	0	"CDU/CSU"	2.8	7.1	4.324172	0	"DE"	2.0	1.0	0.0
7	88.0	341604.0	63456.52917480469	36.0	0	7.37	9.8	2.43	0	0	16	9	2005	22	9	2002	0	0	0	"FDP"	2.8	7.1	4.324172	0	"DE"	3.0	1.0	0.0
7	81.0	177001.0	32879.79391479492	33.0	-1	6.2	7.37	1.17	0	0	22	9	2002	27	9	1998	0	0	0	"FDP"	-1.3	-0.7	9.542149	0	"DE"	3.0	1.0	0.0
7	90.0	811192.0	150687.42626953125	48.0	1	14.6	4.8	-9.8	1	0	27	9	2013	16	9	2009	0	0	1	"FDP"	-2.6	14.2	15.30621	0	"DE"	3.0	1.0	0.0
7	127.0	844970.0	156962.04754638672	48.0	1	9.8	14.6	4.8	0	0	27	9	2009	16	9	2005	0	0	1	"FDP"	-3.5	0.6	6.7344	0	"DE"	3.0	1.0	0.0
7	127.0	844970.0	156962.04754638672	48.0	1	8.7	11.9	3.2	0	0	27	9	2009	16	9	2005	0	0	1	"PDS-Linkspartei"	-3.5	0.6	6.7344	0	"DE"	5.0	0.0	1.0
7	90.0	811192.0	150687.42626953125	48.0	1	11.9	8.6	-3.3	0	0	27	9	2013	16	9	2009	0	0	1	"PDS-Linkspartei"	-2.6	14.2	15.30621	0	"DE"	5.0	0.0	1.0
7	81.0	177001.0	32879.79391479492	33.0	-1	5.1	3.99	-1.11	0	0	22	9	2002	27	9	1998	0	0	0	"PDS-Linkspartei"	-1.3	-0.7	9.542149	0	"DE"	5.0	0.0	1.0
7	88.0	341604.0	63456.52917480469	36.0	0	3.99	8.7	4.71	0	0	16	9	2005	22	9	2002	0	0	0	"PDS-Linkspartei"	2.8	7.1	4.324172	0	"DE"	5.0	0.0	1.0
7	90.0	811192.0	150687.42626953125	48.0	1	23.0	25.7	2.7	0	0	27	9	2013	16	9	2009	0	0	1	"SPD"	-2.6	14.2	15.30621	0	"DE"	1.0	1.0	1.0
7	88.0	341604.0	63456.52917480469	36.0	0	38.52	34.3	-4.22	1	1	16	9	2005	22	9	2002	0	0	0	"SPD"	2.8	7.1	4.324172	0	"DE"	1.0	1.0	1.0
7	81.0	177001.0	32879.79391479492	33.0	-1	40.9	38.52	-2.38	1	1	22	9	2002	27	9	1998	0	0	0	"SPD"	-1.3	-0.7	9.542149	0	"DE"	1.0	1.0	1.0
7	127.0	844970.0	156962.04754638672	48.0	1	34.3	23.0	-11.3	1	0	27	9	2009	16	9	2005	0	0	1	"SPD"	-3.5	0.6	6.7344	0	"DE"	1.0	1.0	1.0
7	88.0	341604.0	63456.52917480469	36.0	0	1.6	2.1	0.5	0	0	16	9	2005	22	9	2002	0	0	0	"others"	2.8	7.1	4.324172	0	"DE"	7.0	0.0	0.0
7	90.0	811192.0	150687.42626953125	48.0	1	4.6	8.8	4.2	0	0	27	9	2013	16	9	2009	0	0	1	"others"	-2.6	14.2	15.30621	0	"DE"	7.0	0.0	0.0
7	81.0	177001.0	32879.79391479492	33.0	-1	5.42	1.6	-3.82	0	0	22	9	2002	27	9	1998	0	0	0	"others"	-1.3	-0.7	9.542149	0	"DE"	7.0	0.0	0.0
7	127.0	844970.0	156962.04754638672	48.0	1	2.1	4.6	2.5	0	0	27	9	2009	16	9	2005	0	0	1	"others"	-3.5	0.6	6.7344	0	"DE"	7.0	0.0	0.0
8	17.0	30200.0	11020.022827148438	39.0	-1	9.1	10.27	1.17	1	0	8	2	2005	20	11	2001	0	0	0	"Conservative People's Party"	0.4	-7.3	15.70129	0	"DK"	2.0	1.0	0.0
8	22.0	118186.0	43126.24203491211	33.0	0	10.27	10.4	0.13	1	0	13	11	2007	8	2	2005	0	0	0	"Conservative People's Party"	-1.8	-13.0	9.725274	0	"DK"	2.0	1.0	0.0
8	14.0	16242.0	5926.7287521362305	45.0	2	4.9	3.35	-1.55	0	0	18	6	2015	15	9	2011	0	0	1	"Conservative People's Party"	-1.4	-6.2	8.169876871	0	"DK"	2.0	1.0	0.0
8	2.0	76.0	27.732507705688477	46.0	1	10.4	4.9	-5.5	1	0	15	9	2011	13	11	2007	0	0	1	"Conservative People's Party"	3.5	14.3	5.69286	0	"DK"	2.0	1.0	0.0
8	17.0	30200.0	11020.022827148438	39.0	-1	12.0	13.25	1.25	0	0	8	2	2005	20	11	2001	0	0	0	"Danish People's Party"	0.4	-7.3	15.70129	0	"DK"	6.0	0.0	0.0
8	14.0	16242.0	5926.7287521362305	45.0	2	12.3	21.08	8.78	0	0	18	6	2015	15	9	2011	0	0	1	"Danish People's Party"	-1.4	-6.2	8.169876871	0	"DK"	6.0	0.0	0.0
8	2.0	76.0	27.732507705688477	46.0	1	13.9	12.3	-1.6	0	0	15	9	2011	13	11	2007	0	0	1	"Danish People's Party"	3.5	14.3	5.69286	0	"DK"	6.0	0.0	0.0
8	22.0	118186.0	43126.24203491211	33.0	0	13.25	13.9	0.65	0	0	13	11	2007	8	2	2005	0	0	0	"Danish People's Party"	-1.8	-13.0	9.725274	0	"DK"	6.0	0.0	0.0
8	22.0	118186.0	43126.24203491211	33.0	0	0.0	2.8	2.8	0	0	13	11	2007	8	2	2005	0	0	0	"Liberal alliance"	-1.8	-13.0	9.725274	0	"DK"	3.0	1.0	0.0
8	17.0	30200.0	11020.022827148438	39.0	-1	0.0	0.0	0.0	0	0	8	2	2005	20	11	2001	0	0	0	"Liberal alliance"	0.4	-7.3	15.70129	0	"DK"	3.0	1.0	0.0
8	14.0	16242.0	5926.7287521362305	45.0	2	5.0	7.53	2.53	0	0	18	6	2015	15	9	2011	0	0	1	"Liberal alliance"	-1.4	-6.2	8.169876871	0	"DK"	3.0	1.0	0.0
8	2.0	76.0	27.732507705688477	46.0	1	2.8	5.0	2.2	0	0	15	9	2011	13	11	2007	0	0	1	"Liberal alliance"	3.5	14.3	5.69286	0	"DK"	3.0	1.0	0.0
8	22.0	118186.0	43126.24203491211	33.0	0	29.03	26.2	-2.83	1	1	13	11	2007	8	2	2005	0	0	0	"Liberals (Venstre)"	-1.8	-13.0	9.725274	0	"DK"	3.0	1.0	0.0
8	2.0	76.0	27.732507705688477	46.0	1	26.2	26.7	0.5	1	1	15	9	2011	13	11	2007	0	0	1	"Liberals (Venstre)"	3.5	14.3	5.69286	0	"DK"	3.0	1.0	0.0
8	14.0	16242.0	5926.7287521362305	45.0	2	26.7	19.47	-7.23	0	0	18	6	2015	15	9	2011	0	0	1	"Liberals (Venstre)"	-1.4	-6.2	8.169876871	0	"DK"	3.0	1.0	0.0
8	17.0	30200.0	11020.022827148438	39.0	-1	31.3	29.03	-2.27	1	1	8	2	2005	20	11	2001	0	0	0	"Liberals (Venstre)"	0.4	-7.3	15.70129	0	"DK"	3.0	1.0	0.0
8	17.0	30200.0	11020.022827148438	39.0	-1	2.4	3.4	1.0	0	0	8	2	2005	20	11	2001	0	0	0	"Red Green alliance"	0.4	-7.3	15.70129	0	"DK"	4.0	0.0	1.0
8	14.0	16242.0	5926.7287521362305	45.0	2	6.7	7.8	1.1	0	0	18	6	2015	15	9	2011	0	0	1	"Red Green alliance"	-1.4	-6.2	8.169876871	0	"DK"	4.0	0.0	1.0
8	22.0	118186.0	43126.24203491211	33.0	0	3.4	2.2	-1.2	0	0	13	11	2007	8	2	2005	0	0	0	"Red Green alliance"	-1.8	-13.0	9.725274	0	"DK"	4.0	0.0	1.0
8	2.0	76.0	27.732507705688477	46.0	1	2.2	6.7	4.5	0	0	15	9	2011	13	11	2007	0	0	1	"Red Green alliance"	3.5	14.3	5.69286	0	"DK"	4.0	0.0	1.0
8	2.0	76.0	27.732507705688477	46.0	1	5.1	9.5	4.4	0	0	15	9	2011	13	11	2007	0	0	1	"Social Liberal Party (rad venstre)"	3.5	14.3	5.69286	0	"DK"	4.0	0.0	1.0
8	14.0	16242.0	5926.7287521362305	45.0	2	9.5	4.58	-4.92	1	0	18	6	2015	15	9	2011	0	0	1	"Social Liberal Party (rad venstre)"	-1.4	-6.2	8.169876871	0	"DK"	4.0	0.0	1.0
8	22.0	118186.0	43126.24203491211	33.0	0	9.18	5.1	-4.08	0	0	13	11	2007	8	2	2005	0	0	0	"Social Liberal Party (rad venstre)"	-1.8	-13.0	9.725274	0	"DK"	4.0	0.0	1.0
8	17.0	30200.0	11020.022827148438	39.0	-1	5.2	9.18	3.98	0	0	8	2	2005	20	11	2001	0	0	0	"Social Liberal Party (rad venstre)"	0.4	-7.3	15.70129	0	"DK"	4.0	0.0	1.0
8	2.0	76.0	27.732507705688477	46.0	1	25.5	24.8	-0.7	0	0	15	9	2011	13	11	2007	0	0	1	"Social democrats"	3.5	14.3	5.69286	0	"DK"	1.0	1.0	1.0
8	14.0	16242.0	5926.7287521362305	45.0	2	24.9	26.28	1.38	1	1	18	6	2015	15	9	2011	0	0	1	"Social democrats"	-1.4	-6.2	8.169876871	0	"DK"	1.0	1.0	1.0
8	22.0	118186.0	43126.24203491211	33.0	0	25.84	25.5	-0.34	0	0	13	11	2007	8	2	2005	0	0	0	"Social democrats"	-1.8	-13.0	9.725274	0	"DK"	1.0	1.0	1.0
8	17.0	30200.0	11020.022827148438	39.0	-1	29.1	25.84	-3.26	0	0	8	2	2005	20	11	2001	0	0	0	"Social democrats"	0.4	-7.3	15.70129	0	"DK"	1.0	1.0	1.0
8	22.0	118186.0	43126.24203491211	33.0	0	5.99	13.0	7.01	0	0	13	11	2007	8	2	2005	0	0	0	"Socialist People's Party"	-1.8	-13.0	9.725274	0	"DK"	5.0	0.0	1.0
8	14.0	16242.0	5926.7287521362305	45.0	2	9.2	4.19	-5.01	1	0	18	6	2015	15	9	2011	0	0	1	"Socialist People's Party"	-1.4	-6.2	8.169876871	0	"DK"	5.0	0.0	1.0
8	17.0	30200.0	11020.022827148438	39.0	-1	6.4	5.99	-0.41	0	0	8	2	2005	20	11	2001	0	0	0	"Socialist People's Party"	0.4	-7.3	15.70129	0	"DK"	5.0	0.0	1.0
8	2.0	76.0	27.732507705688477	46.0	1	13.0	9.2	-3.8	0	0	15	9	2011	13	11	2007	0	0	1	"Socialist People's Party"	3.5	14.3	5.69286	0	"DK"	5.0	0.0	1.0
8	14.0	16242.0	5926.7287521362305	45.0	2	0.0	4.8	4.8	0	0	18	6	2015	15	9	2011	0	0	1	"The Alternative"	-1.4	-6.2	8.169876871	0	"DK"	4.0	0.0	1.0
8	22.0	118186.0	43126.24203491211	33.0	0	3.04	0.9	-2.14	0	0	13	11	2007	8	2	2005	0	0	0	"others"	-1.8	-13.0	9.725274	0	"DK"	7.0	0.0	0.0
8	2.0	76.0	27.732507705688477	46.0	1	0.9	0.9	0.0	0	0	15	9	2011	13	11	2007	0	0	1	"others"	3.5	14.3	5.69286	0	"DK"	7.0	0.0	0.0
8	14.0	16242.0	5926.7287521362305	45.0	2	0.9	0.92	0.02	0	0	18	6	2015	15	9	2011	0	0	1	"others"	-1.4	-6.2	8.169876871	0	"DK"	7.0	0.0	0.0
8	17.0	30200.0	11020.022827148438	39.0	-1	4.5	3.04	-1.46	0	0	8	2	2005	20	11	2001	0	0	0	"others"	0.4	-7.3	15.70129	0	"DK"	7.0	0.0	0.0
9	13.0	13508.0	10700.556287765503	38.0	-1	0.0	7.6	7.6	0	0	2	3	2003	7	3	1999	0	0	0	"Coalition Party (KE)"	0.8	-0.3	62.80676	1	"EE"	3.0	1.0	0.0
9	15.0	49407.5	39138.860916137695	48.0	2	2.1	8.1	6.0	0	0	1	3	2015	6	3	2011	0	0	1	"Conservative People's Party of Estonia� (EKRE)"	-7.7	3.8	22.75852552	1	"EE"	2.0	1.0	0.0
9	15.0	49407.5	39138.860916137695	48.0	2	23.3	24.8	1.5	0	0	1	3	2015	6	3	2011	0	0	1	"Estonian Centre Party (K)"	-7.7	3.8	22.75852552	1	"EE"	1.0	1.0	1.0
9	15.0	49407.5	39138.860916137695	48.0	2	0.0	8.7	8.7	0	0	1	3	2015	6	3	2011	0	0	1	"Estonian Free Party (EVA)"	-7.7	3.8	22.75852552	1	"EE"	2.0	1.0	0.0
9	15.0	49407.5	39138.860916137695	48.0	2	28.6	27.7	-0.9	1	1	1	3	2015	6	3	2011	0	0	1	"Estonian Reform Party (RE)"	-7.7	3.8	22.75852552	1	"EE"	3.0	1.0	0.0
9	15.0	49407.5	39138.860916137695	48.0	2	20.5	13.7	-6.8	0	0	1	3	2015	6	3	2011	0	0	1	"Fatherland and Res Publica Union (IRL)"	-7.7	3.8	22.75852552	1	"EE"	2.0	1.0	0.0
9	18.0	19884.0	15751.396301269531	48.0	1	27.8	28.6	0.8	1	1	6	3	2011	4	3	2007	0	0	1	"Reform party, liberal"	8.1	2.3	0.785252	1	"EE"	3.0	1.0	0.0
9	12.0	43083.0	34128.817932128906	48.0	0	17.69	27.8	10.11	1	1	4	3	2007	2	3	2003	0	0	0	"Reform party, liberal"	-5.2	-1.3	84.21939	1	"EE"	3.0	1.0	0.0
9	13.0	13508.0	10700.556287765503	38.0	-1	15.9	17.69	1.79	1	0	2	3	2003	7	3	1999	0	0	0	"Reform party, liberal"	0.8	-0.3	62.80676	1	"EE"	3.0	1.0	0.0
9	15.0	49407.5	39138.860916137695	48.0	2	17.1	15.2	-1.9	1	0	1	3	2015	6	3	2011	0	0	1	"Social Democratic Party(SDE)"	-7.7	3.8	22.75852552	1	"EE"	1.0	1.0	1.0
9	18.0	19884.0	15751.396301269531	48.0	1	17.9	20.5	2.6	1	0	6	3	2011	4	3	2007	0	0	1	"Union of patria/res publica, conserv"	8.1	2.3	0.785252	1	"EE"	2.0	1.0	0.0
9	13.0	13508.0	10700.556287765503	38.0	-1	16.1	31.93	15.83	1	1	2	3	2003	7	3	1999	0	0	0	"Union of patria/res publica, conserv"	0.8	-0.3	62.80676	1	"EE"	2.0	1.0	0.0
9	12.0	43083.0	34128.817932128906	48.0	0	31.93	17.9	-14.03	1	1	4	3	2007	2	3	2003	0	0	0	"Union of patria/res publica, conserv"	-5.2	-1.3	84.21939	1	"EE"	2.0	1.0	0.0
9	13.0	13508.0	10700.556287765503	38.0	-1	6.1	2.25	-3.85	0	0	2	3	2003	7	3	1999	0	0	0	"United People's Party (Russian Minority)"	0.8	-0.3	62.80676	1	"EE"	1.0	1.0	1.0
9	12.0	43083.0	34128.817932128906	48.0	0	2.25	0.99	-1.26	0	0	4	3	2007	2	3	2003	0	0	0	"United People's Party (Russian Minority)"	-5.2	-1.3	84.21939	1	"EE"	1.0	1.0	1.0
9	18.0	19884.0	15751.396301269531	48.0	1	7.1	2.1	-5.0	0	0	6	3	2011	4	3	2007	0	0	1	"agrarians"	8.1	2.3	0.785252	1	"EE"	7.0	0.0	0.0
9	13.0	13508.0	10700.556287765503	38.0	-1	7.3	13.03	5.73	0	0	2	3	2003	7	3	1999	0	0	0	"agrarians"	0.8	-0.3	62.80676	1	"EE"	7.0	0.0	0.0
9	12.0	43083.0	34128.817932128906	48.0	0	13.03	7.1	-5.93	1	0	4	3	2007	2	3	2003	0	0	0	"agrarians"	-5.2	-1.3	84.21939	1	"EE"	7.0	0.0	0.0
9	18.0	19884.0	15751.396301269531	48.0	1	26.1	23.3	-2.8	0	0	6	3	2011	4	3	2007	0	0	1	"centre party, social-liberal"	8.1	2.3	0.785252	1	"EE"	1.0	1.0	1.0
9	12.0	43083.0	34128.817932128906	48.0	0	25.4	26.1	0.7	1	0	4	3	2007	2	3	2003	0	0	0	"centre party, social-liberal"	-5.2	-1.3	84.21939	1	"EE"	1.0	1.0	1.0
9	13.0	13508.0	10700.556287765503	38.0	-1	23.4	25.4	2.0	0	0	2	3	2003	7	3	1999	0	0	0	"centre party, social-liberal"	0.8	-0.3	62.80676	1	"EE"	1.0	1.0	1.0
9	12.0	43083.0	34128.817932128906	48.0	0	0.0	7.1	7.1	0	0	4	3	2007	2	3	2003	0	0	0	"greens"	-5.2	-1.3	84.21939	1	"EE"	4.0	0.0	1.0
9	18.0	19884.0	15751.396301269531	48.0	1	7.1	3.8	-3.3	0	0	6	3	2011	4	3	2007	0	0	1	"greens"	8.1	2.3	0.785252	1	"EE"	4.0	0.0	1.0
9	13.0	13508.0	10700.556287765503	38.0	-1	0.0	0.0	0.0	0	0	2	3	2003	7	3	1999	0	0	0	"greens"	0.8	-0.3	62.80676	1	"EE"	4.0	0.0	1.0
9	18.0	19884.0	15751.396301269531	48.0	1	3.4	4.6	1.2	0	0	6	3	2011	4	3	2007	0	0	1	"others"	8.1	2.3	0.785252	1	"EE"	7.0	0.0	0.0
